Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE0904,4,4,4,24,8,9,816,eutT,ethanolamine utilization cobalamin adenosyltransferase,18xCPE0905 9xCPE0903,
CPE0905,4,1,0,13,6,8,636,pduL,propanediol utilization protein,18xCPE0904 1xCPE0906,
CPE0906,11,13,2,33,11,22,759,,hypothetical protein,2xCPE0907 1xCPE0905,
CPE0907,2,4,1,4,0,1,273,eutN,ethanolamine utilization protein,2xCPE0906 1xCPE0908,
CPE0908,3,2,1,4,2,2,555,pduT,propanediol utilization protein,1xCPE0909 1xCPE0907,
CPE0909,11,12,8,18,14,12,1098,eutH,ethanolamine utilization protein,11xCPE0910 1xCPE0908,
CPE0910,8,14,8,16,22,11,474,eutQ,ethanolamine utilization protein,11xCPE0909,
CPE0911,43,59,92,635,59,182,477,bsaA,glutathione peroxidase,,
CPE0912,27,50,72,353,80,159,546,,hypothetical protein,,
CPE0913,17,19,15,13,6,29,312,,hypothetical protein,,
CPE0914,28,85,46,158,40,65,1641,,biofilm formation regulator HmsP,22xCPE0915,3xCPE1579 1xCPE2087 1xCPE1340 1xCPE2162 1xCPE2159 1xCPE1880 1xCPE1901 1xCPE1238 1xCPE0117 1xCPE2382 1xCPE1931 1xCPE0478 1xCPE2275 1xCPE0216
CPE0915,36,99,43,144,93,114,621,,NADPH-dependent FMN reductase,22xCPE0914,
CPE0916,30,35,23,10,45,59,426,,hypothetical protein,,
CPE0917,19,61,41,128,35,53,1761,nrdD,anaerobic ribonucleoside triphosphate reductase,25xCPE0918,
CPE0918,10,28,17,43,34,23,405,,hypothetical protein,25xCPE0917,
CPE0919,0,2,1,3,20,58,723,,hypothetical protein,,
CPE0920,4,38,4,15,0,0,219,,hypothetical protein,,
CPE0921,1,1,1,2,1,3,543,,nitroreductase,,
CPE0922,202,86,106,212,181,145,627,,hypothetical protein,62xCPE0923,
CPE0923,88,47,23,48,123,55,414,,hypothetical protein,102xCPE0924 62xCPE0922,
CPE0924,467,168,170,128,631,250,831,,metallo-beta-lactamase,102xCPE0923,
CPE0925,9,23,10,52,11,17,177,,hypothetical protein,1xCPE0926,
CPE0926,519,638,533,737,637,817,705,glpF,glycerol uptake facilitator protein,1xCPE0927 1xCPE0925,
CPE0927,15,32,28,84,21,35,1233,,sensor histidine kinase,19xCPE0928 1xCPE0926,
CPE0928,34,45,47,45,62,49,753,,two-component response regulator,19xCPE0927,
CPE0929,8,91,6,39,7,47,1665,,coenzyme B12-dependent glycerol dehydrogenase large subunit,6xCPE0930,
CPE0930,1,9,3,8,0,3,573,,coenzyme B12-dependent glycerol dehydrogenase medium subunit,9xCPE0931 6xCPE0929,
CPE0931,1,7,7,6,1,5,426,,coenzyme B12-dependent glycerol dehydrogenase small subunit,10xCPE0932 9xCPE0930,
CPE0932,2,23,7,14,3,19,1851,,"glycerol dehydratase reactivation factor, large subunit",10xCPE0931 5xCPE0933,
CPE0933,1,2,0,3,2,5,351,,"glycerol dehydratase reactivation factor, small subunit",5xCPE0932 1xCPE0934,
CPE0934,3,8,4,15,1,13,513,,hypothetical protein,5xCPE0935 1xCPE0933,
CPE0935,1,10,0,10,2,5,429,,hypothetical protein,5xCPE0934 2xCPE0936,
CPE0936,25,51,33,65,26,79,1158,,"1,3-propanediol dehydrogenase",2xCPE0935,
CPE0937,86,178,50,162,71,265,1470,,amino acid permease,,
CPE0938,79,124,179,1002,70,166,675,,putative sulfite oxidase subunit YedZ,,
CPE0939,345,290,202,50,299,300,513,,GNAT family acetyltransferase,,
CPE0940,2,10,2,2,10,22,771,,hypothetical protein,2xCPE0941,
CPE0941,1,8,1,4,7,9,819,,hypothetical protein,2xCPE0940 1xCPE0942,
CPE0942,10,42,24,66,14,33,360,,hypothetical protein,87xCPE0943 1xCPE0941,
CPE0943,17,62,37,107,29,47,345,,hypothetical protein,87xCPE0942,
CPE0944,23,53,26,46,32,69,990,pldB,lysophospholipase,,
CPE0945,35,50,31,15,30,53,657,,hypothetical protein,,
CPE0946,1,5,8,15,18,20,882,,hypothetical protein,,
CPE0947,62,344,49,157,28,50,1308,,transmembrane symporter,,
CPE0948,25,51,24,69,15,26,690,,DNA-binding response regulator,,
CPE0949,66,131,13,58,35,148,921,,ABC transporter,136xCPE0950,
CPE0950,80,164,29,75,52,152,753,,hypothetical protein,136xCPE0949 45xCPE0951,
CPE0951,24,45,18,22,22,37,906,,sensor histidine kinase,45xCPE0950,
CPE0952,0,11,0,0,68,117,228,,hypothetical protein,,
CPE0953,55,185,48,132,44,103,1212,,pyridine nucleotide-disulphide oxidoreductase,,
CPE0954,31,79,46,70,71,101,537,gpo,glutathione peroxidase,,
CPE0955,1,14,3,7,5,14,1194,clg,collagen triple helix repeat protein,,
CPE0956,9,61,19,146,43,130,591,,"metal-dependent hydrolase, membrane-bound",2xCPE0957,
CPE0957,1104,2728,1634,3609,6,12,219,,hypothetical protein,2xCPE0956,
CPE0958,50,91,49,68,110,158,615,mutT,mutator MutT protein,,
CPE0959,0,1,1,0,2,12,156,,hypothetical protein,,
CPE0960,16,46,33,17,23,42,642,,hypothetical protein,,
CPE0961,64,151,91,157,59,195,432,,MarR family transcriptional regulator,,
CPE0962,31,177,176,459,40,160,960,,hypothetical protein,,
CPE0963,154,211,169,1062,355,217,1623,,transporter,,
CPE0964,3,2,2,0,10,12,171,,hypothetical protein,,
CPE0965,40,69,49,71,42,39,1638,,GGDEF domain protein,,22xCPE0489 11xCPE1864 5xCPE1858 4xCPE0416 4xCPE0021 3xCPE0117 3xCPE2284 3xCPE1476 2xCPE2159 2xCPE0544 2xCPE1396 2xCPE1564 1xCPE2087 1xCPE1126 1xCPE2348 1xCPE1481
CPE0966,46,113,50,51,80,129,480,,hypothetical protein,,
CPE0967,229,587,167,884,263,275,1164,,glutamate/ aspartate transporter,,
CPE0968,12,35,18,19,23,39,996,,hypothetical protein,,
CPE0969,31,80,62,192,38,68,1911,,hypothetical protein,,
CPE0970,29,112,54,126,37,82,1455,,Na+/H+ antiporter,9xCPE0971,
CPE0971,5,27,28,50,8,22,621,,hypothetical protein,9xCPE0970,
CPE0972,11,27,29,47,20,32,786,hisB,histidinol phosphatase,,
CPE0973,32,47,20,24,28,52,171,,hypothetical protein,,
CPE0974,130,308,237,306,140,266,1020,,6-phosphogluconolactonase,,
CPE0975,35,32,32,35,33,43,1941,,tetracycline resistant protein,4xCPE0976,
CPE0976,19,34,20,30,23,41,354,,hypothetical protein,4xCPE0975,
CPE0977,74,268,161,268,135,126,951,,potassium transport protein Kup,,
CPE0978,29,117,60,184,28,58,663,,potassium transport protein Kup,,
CPE0979,383,720,448,1242,434,588,513,,ferritin,,
CPE0980,5,11,28,36,8,25,819,,transcriptional regulator,,
CPE0981,66,48,20,37,41,56,1833,,"glycosyl hydrolase, family 20",7xCPE0982,
CPE0982,206,514,369,1351,319,506,468,,hypothetical protein,7xCPE0981,
CPE0983,130,391,228,400,244,522,777,,hypothetical protein,,
CPE0984,2,3,5,2,8,5,1422,spoVAF,stage V sporulation protein AF,,
CPE0985,352,731,387,1261,375,927,1509,,hypothetical protein,,
CPE0986,323,618,380,406,330,577,1872,,two-component sensor histidine kinase,,1xCPE1246
CPE0987,5,22,8,19,9,30,1068,pfoS,regulatory protein,2xCPE0988,
CPE0988,8,9,1,6,2,6,681,sdhB,L-serine dehydratase beta subunit,8xCPE0989 2xCPE0987,
CPE0989,6,12,6,10,9,16,879,sdhA,L-serine dehydratase alpha subunit,8xCPE0988,
CPE0990,37,158,66,371,29,119,735,,tRNA 2-thiocytidine biosynthesis protein TtcA,,
CPE0991,41,69,53,42,37,55,747,truA,tRNA pseudouridine synthase A,,
CPE0992,275,533,323,166,643,1240,1068,,"oxidoreductase, 2-nitropropane dioxygenase",,
CPE0993,60,93,76,99,99,95,711,,transcriptional regulator,,
CPE0994,28,78,60,94,35,78,912,,radical SAM domain protein,,
CPE0995,258,434,272,895,459,710,1035,,glucanase,,1xCPE1484 1xCPE1485
CPE0996,49,66,42,72,65,60,672,,hypothetical protein,67xCPE0997,
CPE0997,45,80,44,31,113,86,1680,,hypothetical protein,67xCPE0996,
CPE0998,68,107,125,151,138,183,1641,gltX,glutamyl-tRNA synthetase,37xCPE0999,
CPE0999,2650,2509,1657,910,3124,5814,156,,hypothetical protein,37xCPE0998,2xCPE2599
CPE1000,19,34,23,58,28,30,615,,hypothetical protein,,
CPE1001,9,20,11,20,34,53,1623,,aspartate aminotransferase,1xCPE1002,
CPE1002,22,93,28,90,56,223,1023,,hypothetical protein,1xCPE1001,7xCPE2284 6xCPE0544 6xCPE0117 6xCPE1858 5xCPE1864 5xCPE0489 3xCPE1476 1xPCP34
CPE1003,84,132,97,265,109,195,180,,hypothetical protein,351xCPE1004,
CPE1004,153,296,202,358,199,444,924,hprK,HPr kinase/phosphorylase,351xCPE1003 13xCPE1005,
CPE1005,16,34,26,49,28,29,930,,divalent cation transporter,13xCPE1004 11xCPE1006,
CPE1006,547,589,550,2264,1071,1120,1407,,aminopeptidase 1,11xCPE1005 10xCPE1007,
CPE1007,14,11,14,35,28,15,588,,diguanylate cyclase,17xCPE1008 10xCPE1006,1xCPE0874
CPE1008,19,21,16,33,38,19,864,,cyclic-di-GMP phosphodiesterase,17xCPE1007 2xCPE1009,
CPE1009,398,220,145,156,504,466,360,mgsA,methylglyoxal synthase,3xCPE1010 2xCPE1008,
CPE1010,6,5,0,4,5,8,336,,hypothetical protein,3xCPE1009 2xCPE1011,
CPE1011,6,9,6,12,17,12,261,,hypothetical protein,27xCPE1012 2xCPE1010,
CPE1012,483,1271,759,4750,984,1627,381,,endoribonuclease L-PSP,1840xCPE1013 27xCPE1011,1xCPE1864 1xCPE0498 1xCPE2358 1xCPE0117
CPE1013,252,693,444,1558,407,719,246,,hypothetical protein,1840xCPE1012,
CPE1014,485,1181,1150,4639,903,1587,2637,,rubredoxin/flavodoxin/oxidoreductase,,
CPE1015,207,359,188,192,238,350,843,,error-prone DNA polymerase,,
CPE1016,44,64,39,45,48,75,591,pabA,anthranilate synthase component II,35xCPE1017,
CPE1017,26,50,17,46,36,59,1347,pabB,"para-aminobenzoate synthase, component I",35xCPE1016 9xCPE1018,
CPE1018,20,42,22,30,18,33,735,,4-amino-4-deoxychorismate lyase,68xCPE1019 9xCPE1017,
CPE1019,16,39,27,24,22,55,558,folE,GTP cyclohydrolase I,68xCPE1018 19xCPE1020,
CPE1020,15,23,20,21,15,24,474,,hypothetical protein,19xCPE1019 19xCPE1021,
CPE1021,17,65,24,33,20,59,810,folP,dihydropteroate synthase,24xCPE1022 19xCPE1020,
CPE1022,34,112,49,46,43,90,822,folA/folK,dihydroneopterin aldolase/ 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,24xCPE1021,
CPE1023,3,5,1,3,68,104,471,,hypothetical protein,,1xCPE2284 1xCPE1481 1xCPE0544
CPE1024,0,8,3,11,5,17,441,,hypothetical protein,,
CPE1025,6,11,3,12,38,42,1095,pykA,pyruvate kinase,,
CPE1026,52,260,72,240,54,244,558,,undecaprenyl pyrophosphate phosphatase,,
CPE1027,9,9,5,3,15,11,1452,,hypothetical protein,,
CPE1028,18,36,41,80,8,19,342,,hypothetical protein,85xCPE1029,
CPE1029,15,44,39,135,14,29,387,,camphor resistance protein CrcB,85xCPE1028,
CPE1030,1013,728,238,187,1951,2682,1449,,hypothetical protein,,9xCPE1257
CPE1031,71,180,146,660,200,200,735,,transcriptional regulator,,
CPE1032,5,9,3,10,28,18,1317,,amidohydrolase,,
CPE1033,7,21,11,18,9,19,801,,choline/ethanolamine kinase,,
CPE1034,13,39,42,143,15,34,1086,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,26xCPE1035,
CPE1035,7,19,20,29,10,12,561,,adenosylcobinamide kinase/adenosylcobinamide-phosph,44xCPE1036 26xCPE1034,
CPE1036,12,24,30,44,13,15,756,cobS,cobalamin synthase,44xCPE1035 18xCPE1037 2xCPE1038,
CPE1037,5,14,20,16,8,8,381,,adenosylcobinamide kinase/adenosylcobinamide-phosph,30xCPE1038 18xCPE1036,
CPE1038,12,21,22,21,13,13,645,cobC,alpha-ribazole-5'-phosphate phosphatase,30xCPE1037 13xCPE1039 2xCPE1036,
CPE1039,9,29,25,27,15,33,948,cobD,cobalamin biosynthesis protein,31xCPE1040 13xCPE1038,
CPE1040,7,40,22,27,19,37,1065,,threonine-phosphate decarboxylase,31xCPE1039,
CPE1041,120,290,244,464,124,305,918,,iron ABC transporter,363xCPE1042,
CPE1042,35,151,115,233,44,134,1032,,iron ABC transporter,363xCPE1041 61xCPE1043,
CPE1043,16,54,62,64,24,67,795,,iron(III) dicitrate transport system,71xCPE1044 61xCPE1042,
CPE1044,25,79,76,114,25,89,654,,hypothetical protein,71xCPE1043 43xCPE1045,
CPE1045,117,235,182,167,131,210,1464,cbiP,cobyric acid synthase,43xCPE1044,
CPE1046,7,6,2,11,131,88,5898,,putative alpha-glucosidase,4xCPE1047,
CPE1047,1,4,0,2,46,35,450,,hypothetical protein,4xCPE1046,
CPE1048,9,23,17,9,5,10,444,,hypothetical protein,,
CPE1049,46,168,139,290,51,102,1167,,hypothetical protein,,
CPE1050,1,18,10,130,4,7,801,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,,
CPE1051,56,147,216,362,68,155,1185,cfa,cyclopropane-fatty-acyl-phospholipid synthase,,
CPE1052,7,22,24,19,17,24,1356,,thiosulfate sulfurtransferase,9xCPE1053,
CPE1053,1,2,3,1,2,3,426,,hypothetical protein,9xCPE1052,
CPE1054,0,1,0,3,3,4,240,,hypothetical protein,,
CPE1055,18,8,8,4,8,10,771,,hypothetical protein,,
CPE1056,31,77,45,228,35,69,825,hisB,histidinol-phosphatase,,
CPE1057,185,228,183,258,301,376,1422,,tetratricopeptide repeat protein,,1xCPE1864 1xCPE2284 1xCPE0104 1xCPE1858 1xCPE0481 1xCPE0489
CPE1058,24,82,58,239,29,99,1662,nadE,NAD synthetase,,
CPE1059,71,92,146,155,102,227,414,,hypothetical protein,93xCPE1060,
CPE1060,129,283,251,762,215,677,951,,SPFH domain protein/band 7 family protein,93xCPE1059,
CPE1061,38,78,60,54,38,53,1053,alr,alanine racemase,,
CPE1062,0,2,1,1,18,15,1035,,electron transport complex protein RnfG,2xCPE1063,
CPE1063,0,0,2,3,11,10,669,nqrD,electron transport complex RsxE subunit,5xCPE1064 2xCPE1062,
CPE1064,1,2,3,1,9,16,576,nqrE,Na-translocating NADH-quinone reductase,5xCPE1063 3xCPE1065,
CPE1065,1,2,1,1,23,20,807,,ferredoxin,10xCPE1066 3xCPE1064,
CPE1066,147,275,131,75,157,280,501,,cytidine/deoxycytidylate deaminase,10xCPE1065,
CPE1067,94,167,102,85,148,223,465,,MarR family transcriptional regulator,76xCPE1068,
CPE1068,65,234,95,335,112,221,975,fabH,3-oxoacyl-ACP synthase,76xCPE1067 29xCPE1069,1xCPE2162
CPE1069,46,170,59,184,93,168,945,fabD,malonyl CoA-ACP transacylase,91xCPE1070 29xCPE1068,
CPE1070,38,81,55,94,62,110,741,fabG,3-ketoacyl-ACP reductase,117xCPE1071 91xCPE1069,
CPE1071,66,138,74,188,110,189,1242,fabF,3-oxoacyl-ACP synthase,117xCPE1070 25xCPE1072,
CPE1072,26,40,36,67,34,62,492,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein,87xCPE1073 25xCPE1071,
CPE1073,29,37,37,66,39,94,420,fabZ,(3R)-hydroxymyristoyl-ACP dehydratase,87xCPE1072 86xCPE1074,
CPE1074,40,57,60,163,92,156,1353,accC,biotin carboxylase,86xCPE1073 7xCPE1075,
CPE1075,34,43,29,79,57,83,708,accD,acetyl-CoA carboxylase carboxyl transferase subunit beta,75xCPE1076 7xCPE1074,
CPE1076,96,188,64,112,279,241,816,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,75xCPE1075,1xCPE1337
CPE1077,161,219,160,242,160,401,390,,PadR family transcriptional regulator,,
CPE1078,1,4,1,17,12,72,222,,hypothetical protein,,
CPE1079,123,359,205,574,125,571,711,,endonuclease IV,,1xCPE1702 1xCPE0806 1xCPE1579
CPE1080,23,49,32,74,24,39,711,,pseudouridylate synthase,24xCPE1081,
CPE1081,10,17,24,33,14,16,567,,16S rRNA m(4)C1402 methyltranserfase,31xCPE1082 24xCPE1080,
CPE1082,29,81,63,75,41,59,876,,RpiR family transcriptional regulator,31xCPE1081,
CPE1083,31,109,58,141,34,69,1179,,hypothetical protein,19xCPE1084,
CPE1084,24,78,57,81,31,50,654,cmk,cytidylate kinase,116xCPE1085 19xCPE1083,
CPE1085,34,137,114,120,49,81,849,lytB,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,116xCPE1084 5xCPE1086,
CPE1086,67,68,55,73,118,136,795,,ribosomal-protein-alanine N-acetyltransferase,5xCPE1085,
CPE1087,1,3,0,4,79,123,150,,hypothetical protein,,
CPE1088,387,631,372,1067,308,978,573,,hypothetical protein,,
CPE1089,12,72,19,149,10,45,465,,hypothetical protein,,
CPE1090,18,28,27,45,20,42,477,,hypothetical protein,,
CPE1091,107,285,157,787,162,399,393,,hypothetical protein,,
CPE1092,71,534,343,2922,74,291,984,pac,choloylglycine hydrolase,,
CPE1093,83,156,132,159,82,174,1344,,(dimethylallyl)adenosine tRNA methylthiotransferase,,
CPE1094,63,224,146,405,85,151,1614,,phosphoenolpyruvate carboxylase,,
CPE1095,1,2,4,1,4,8,1017,,integrase/recombinase,,
CPE1096,19,53,58,162,15,65,300,,hypothetical protein,,
CPE1097,33,71,53,560,47,161,213,,transcriptional regulator,,
CPE1098,13,39,68,293,7,40,465,,hypothetical protein,111xCPE1099,
CPE1099,5,19,31,168,3,24,303,,hypothetical protein,111xCPE1098 2xCPE1100,
CPE1100,2,3,9,14,4,8,693,,hypothetical protein,4xCPE1101 2xCPE1099,
CPE1101,2,1,0,3,2,1,234,,hypothetical protein,4xCPE1100 1xCPE1102,
CPE1102,6,8,6,8,5,11,831,,hypothetical protein,1xCPE1103 1xCPE1101,
CPE1103,3,10,6,15,9,13,3195,,hypothetical protein,1xCPE1104 1xCPE1102,
CPE1104,1,2,1,4,4,3,432,,hypothetical protein,8xCPE1105 1xCPE1103,
CPE1105,0,2,1,4,10,6,321,,hypothetical protein,8xCPE1104 3xCPE1106 1xCPE1107,
CPE1106,2,0,1,3,3,1,171,,hypothetical protein,5xCPE1107 3xCPE1105,
CPE1107,2,7,7,11,11,16,921,,hypothetical protein,5xCPE1106 1xCPE1105,
CPE1108,2,8,3,10,9,16,183,,hypothetical protein,,
CPE1109,0,0,2,1,0,3,456,,hypothetical protein,,
CPE1110,0,0,0,2,0,3,1098,,hypothetical protein,1xCPE1111,
CPE1111,0,1,0,0,0,1,159,,hypothetical protein,1xCPE1110 1xCPE1112,
CPE1112,0,1,1,0,3,0,267,,hypothetical protein,3xCPE1113 1xCPE1111,
CPE1113,0,3,2,5,3,2,384,,hypothetical protein,6xCPE1114 3xCPE1112,
CPE1114,0,7,1,5,1,2,180,,hypothetical protein,6xCPE1113 5xCPE1115,
CPE1115,0,2,0,3,0,0,243,,hypothetical protein,5xCPE1114,
CPE1116,0,0,1,2,0,2,411,,hypothetical protein,3xCPE1117,
CPE1117,0,1,1,2,1,9,585,,hypothetical protein,5xCPE1118 3xCPE1116,
CPE1118,0,2,4,5,2,8,1677,,phage-related terminase,5xCPE1117 1xCPE1119,
CPE1119,0,1,0,1,1,0,174,,hypothetical protein,1xCPE1118,
CPE1120,0,2,0,1,1,2,1224,,hypothetical protein,3xCPE1121,
CPE1121,0,1,1,2,0,2,603,,phage phi-C31 gp35-like protein,3xCPE1120,
CPE1122,1,0,1,1,1,2,1137,,phage-related head protein,,
CPE1123,0,0,0,0,0,1,294,,hypothetical protein,,
CPE1124,0,0,0,0,0,1,318,,hypothetical protein,,
CPE1125,0,0,0,0,0,0,444,,hypothetical protein,,
CPE1126,1,0,0,1,1,1,351,,hypothetical protein,,1xCPE0965 1xCPE2159
CPE1127,1,1,2,1,0,1,600,,hypothetical protein,,1xCPE0001
CPE1128,0,0,0,0,0,0,306,,hypothetical protein,,
CPE1129,1,0,0,0,0,0,336,,hypothetical protein,,
CPE1130,0,2,3,6,1,7,2802,,hypothetical protein,4xCPE1131,
CPE1131,0,3,2,3,0,3,696,,hypothetical protein,4xCPE1130 1xCPE1132,
CPE1132,4,14,11,8,4,4,2952,,invasion associated secreted endopeptidase,1xCPE1131,
CPE1133,1,1,1,1,0,2,1875,,choline binding protein,,
CPE1134,0,3,1,2,0,2,1947,,hypothetical protein,5xCPE1135,
CPE1135,0,6,2,5,1,8,243,,hypothetical protein,5xCPE1134,
CPE1136,0,0,0,0,1,0,180,,hypothetical protein,,1xCPE1274
CPE1137,0,0,0,1,0,0,204,,hypothetical protein,1xCPE1138,
CPE1138,3,1,2,7,1,5,915,,hypothetical protein,1xCPE1137,
CPE1139,0,0,0,2,3,4,795,,hypothetical protein,,
CPE1140,0,3,3,14,0,4,288,,hypothetical protein,,
CPE1141,0,18,1,28,5,6,510,,hypothetical protein,,
CPE1142,146,147,90,168,742,399,588,,hypothetical protein,,
CPE1143,7,20,11,9,17,23,333,,hypothetical protein,,
CPE1144,47,87,53,140,58,86,966,,transcriptional regulator,1xCPE1145,
CPE1145,5,10,8,34,4,8,861,citG,CitG protein,1xCPE1144,
CPE1146,40,33,14,102,107,16,1038,citC,citrate (pro-3S)-lyase ligase,5xCPE1147,1xCPE2284
CPE1147,10,2,1,30,22,2,306,cilG,citrate lyase subunit gamma,24xCPE1148 5xCPE1146,
CPE1148,11,8,8,80,27,7,891,cilB,citrate lyase beta subunit,24xCPE1147 16xCPE1149,
CPE1149,26,5,3,61,56,9,1560,cilA,citrate lyase alpha subunit,25xCPE1150 16xCPE1148,
CPE1150,10,4,2,15,18,0,513,,triphosphoribosyl-dephospho-CoA synthase,25xCPE1149 5xCPE1151,
CPE1151,24,2,8,56,50,7,1146,,malate oxidoreductase,9xCPE1152 5xCPE1150,
CPE1152,34,21,16,108,63,7,1341,citN,citrate/sodium symporter,9xCPE1151,
CPE1153,146,320,204,1115,159,548,2235,pflA,formate acetyltransferase,1xCPE1154,
CPE1154,32,68,72,306,33,98,708,pflA,pyruvate formate-lyase activating enzyme,1xCPE1153,
CPE1155,55,104,62,91,54,110,2730,mutS,DNA mismatch repair protein MutS,27xCPE1156,
CPE1156,38,67,47,67,64,88,2025,mutL,DNA mismatch repair protein,27xCPE1155 20xCPE1157,
CPE1157,33,56,54,59,91,107,933,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,44xCPE1158 20xCPE1156,
CPE1158,585,1291,465,1251,1011,1388,243,,RNA chaperone Hfq,44xCPE1157 2xCPE1159,
CPE1159,40,102,99,98,51,108,1281,,aluminum resistance protein,2xCPE1158,
CPE1160,17,20,16,10,38,32,906,,hypothetical protein,,
CPE1161,179,389,155,344,285,612,612,lexA,LexA repressor,,
CPE1162,106,198,117,67,232,294,393,,hypothetical protein,,
CPE1163,20,23,25,29,46,41,1353,xerC,site-specific tyrosine recombinase XerC,,
CPE1164,3,1,0,2,27,80,219,,hypothetical protein,,
CPE1165,246,257,154,425,323,540,1209,thd,threonine dehydratase,,
CPE1166,40,90,31,180,26,47,1470,,lysine specific permease,,
CPE1167,742,849,152,609,612,819,1221,,glutamate/ aspartate transporter,,
CPE1168,80,242,157,628,117,290,333,,hypothetical protein,,
CPE1169,91,288,309,136,269,252,645,,hypothetical protein,,
CPE1170,59,237,173,527,77,299,219,,hypothetical protein,124xCPE1171,
CPE1171,185,663,434,1209,171,808,384,,hypothetical protein,124xCPE1170,
CPE1172,56,215,274,528,57,165,735,,haloacid dehalogenase,,
CPE1173,66,274,694,1438,129,379,429,,hypothetical protein,,
CPE1174,142,290,187,373,161,327,753,exoA,exodeoxyribonuclease III,,
CPE1175,10,39,22,63,15,40,228,,hypothetical protein,,
CPE1176,185,282,133,130,218,369,423,,hypothetical protein,,
CPE1177,8,16,12,62,11,33,579,pyrE,orotate phosphoribosyltransferase,,
CPE1178,0,6,3,43,4,8,900,pyrD,dihydroorotate dehydrogenase 1B,14xCPE1179,
CPE1179,1,4,0,29,1,14,741,pyrZ,dihydroorotate dehydrogenase electron transfer subunit,14xCPE1178 6xCPE1180,
CPE1180,0,3,2,28,3,9,864,pyrF,orotidine 5'-phosphate decarboxylase,13xCPE1181 6xCPE1179,
CPE1181,0,8,4,42,7,17,1200,pyrC,"dihydroorotase, multifunctional complex type",14xCPE1182 13xCPE1180 3xCPE1183,
CPE1182,0,4,1,38,0,8,159,,aspartate carbamoyltransferase regulatory subunit,38xCPE1183 14xCPE1181,
CPE1183,7,109,26,665,17,52,924,pyrB,aspartate carbamoyltransferase,38xCPE1182 3xCPE1181,
CPE1184,1105,597,222,429,1398,1446,780,,beta-lactamase,,
CPE1185,220,162,42,136,430,441,1101,pfk,6-phosphofructokinase,,
CPE1186,79,200,98,109,96,215,915,uppP,undecaprenyl pyrophosphate phosphatase,,
CPE1187,78,202,122,317,125,300,978,manA,mannose-6-phosphate isomerase,,
CPE1188,49,154,118,253,61,173,1356,,UDP-N-acetylmuramyl tripeptide synthetase,91xCPE1189,
CPE1189,63,135,116,147,86,180,732,cobQ,"glutamine amidotransferase, CobB/CobQ family",91xCPE1188,
CPE1190,11,34,27,69,10,35,1548,,inner membrane transporter YjeM,,
CPE1191,118,235,132,466,178,299,579,,hypothetical protein,,
CPE1192,32,78,48,58,28,45,1437,,two-component sensor histidine kinase,24xCPE1193,
CPE1193,30,60,30,116,16,45,678,,two-component response regulator,24xCPE1192,
CPE1194,16,77,25,29,34,50,1263,,hypothetical protein,18xCPE1195,
CPE1195,81,226,87,129,96,191,3015,,pantothenate kinase,18xCPE1194,
CPE1196,138,242,182,191,124,229,1989,,hypothetical protein,,1xCPE1516
CPE1197,48,96,44,87,42,69,2346,,helicase,2xCPE1198,
CPE1198,34,24,14,12,42,49,375,,multidrug efflux pump VmrA,30xCPE1199 2xCPE1197,
CPE1199,41,43,30,59,81,109,978,,multidrug efflux pump VmrA,30xCPE1198 4xCPE1200,
CPE1200,18,32,16,29,26,56,1107,,hypothetical protein,25xCPE1201 4xCPE1199,1xCPE0878
CPE1201,34,46,46,45,60,116,918,,hypothetical protein,25xCPE1200,1xCPE2438 1xCPE2201 1xCPE0021
CPE1202,3,4,3,8,15,22,2607,,calcium-transporting ATPase,,
CPE1203,84,201,150,182,126,189,1617,spoVB,stage V sporulation protein B,45xCPE1204,1xCPE1880
